0,1,2,3
0,0.16666666666666674,0.41666666666666674,0.06779661016949151,0.04166666666666667
1,0.11111111111111116,0.5,0.05084745762711865,0.04166666666666667
2,0.08333333333333326,0.45833333333333326,0.0847457627118644,0.04166666666666667
3,0.19444444444444442,0.6666666666666667,0.06779661016949151,0.04166666666666667
4,0.3055555555555556,0.7916666666666665,0.11864406779661013,0.125
5,0.08333333333333326,0.5833333333333333,0.06779661016949151,0.08333333333333333
6,0.19444444444444442,0.5833333333333333,0.0847457627118644,0.04166666666666667
7,0.0277777777777779,0.375,0.06779661016949151,0.04166666666666667
8,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
9,0.3055555555555556,0.7083333333333333,0.0847457627118644,0.04166666666666667
10,0.13888888888888884,0.5833333333333333,0.1016949152542373,0.04166666666666667
11,0.13888888888888884,0.41666666666666674,0.06779661016949151,0.0
12,0.0,0.41666666666666674,0.01694915254237289,0.0
13,0.4166666666666665,0.8333333333333333,0.033898305084745756,0.04166666666666667
14,0.38888888888888884,1.0,0.0847457627118644,0.125
15,0.3055555555555556,0.7916666666666665,0.05084745762711865,0.125
16,0.2222222222222221,0.625,0.06779661016949151,0.08333333333333333
17,0.38888888888888884,0.7499999999999998,0.11864406779661013,0.08333333333333333
18,0.2222222222222221,0.7499999999999998,0.0847457627118644,0.08333333333333333
19,0.3055555555555556,0.5833333333333333,0.11864406779661013,0.04166666666666667
20,0.2222222222222221,0.7083333333333333,0.0847457627118644,0.125
21,0.08333333333333326,0.6666666666666667,0.0,0.04166666666666667
22,0.2222222222222221,0.5416666666666665,0.11864406779661013,0.16666666666666669
23,0.13888888888888884,0.5833333333333333,0.15254237288135591,0.04166666666666667
24,0.19444444444444442,0.41666666666666674,0.1016949152542373,0.04166666666666667
25,0.19444444444444442,0.5833333333333333,0.1016949152542373,0.125
26,0.25,0.625,0.0847457627118644,0.04166666666666667
27,0.25,0.5833333333333333,0.06779661016949151,0.04166666666666667
28,0.11111111111111116,0.5,0.1016949152542373,0.04166666666666667
29,0.13888888888888884,0.45833333333333326,0.1016949152542373,0.04166666666666667
30,0.3055555555555556,0.5833333333333333,0.0847457627118644,0.125
31,0.25,0.8749999999999998,0.0847457627118644,0.0
32,0.33333333333333326,0.9166666666666667,0.06779661016949151,0.04166666666666667
33,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
34,0.19444444444444442,0.5,0.033898305084745756,0.04166666666666667
35,0.33333333333333326,0.625,0.05084745762711865,0.04166666666666667
36,0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0
37,0.0277777777777779,0.41666666666666674,0.05084745762711865,0.04166666666666667
38,0.2222222222222221,0.5833333333333333,0.0847457627118644,0.04166666666666667
39,0.19444444444444442,0.625,0.05084745762711865,0.08333333333333333
40,0.05555555555555558,0.12499999999999989,0.05084745762711865,0.08333333333333333
41,0.0277777777777779,0.5,0.05084745762711865,0.04166666666666667
42,0.19444444444444442,0.625,0.1016949152542373,0.20833333333333331
43,0.2222222222222221,0.7499999999999998,0.15254237288135591,0.125
44,0.13888888888888884,0.41666666666666674,0.06779661016949151,0.08333333333333333
45,0.2222222222222221,0.7499999999999998,0.1016949152542373,0.04166666666666667
46,0.08333333333333326,0.5,0.06779661016949151,0.04166666666666667
47,0.2777777777777777,0.7083333333333333,0.0847457627118644,0.04166666666666667
48,0.19444444444444442,0.5416666666666665,0.06779661016949151,0.04166666666666667
49,0.75,0.5,0.6271186440677966,0.5416666666666667
50,0.5833333333333335,0.5,0.5932203389830508,0.5833333333333334
51,0.7222222222222223,0.45833333333333326,0.6610169491525424,0.5833333333333334
52,0.33333333333333326,0.12499999999999989,0.5084745762711864,0.5000000000000001
53,0.6111111111111112,0.33333333333333326,0.6101694915254237,0.5833333333333334
54,0.38888888888888884,0.33333333333333326,0.5932203389830508,0.5000000000000001
55,0.5555555555555556,0.5416666666666665,0.6271186440677966,0.6250000000000001
56,0.16666666666666674,0.16666666666666663,0.38983050847457623,0.375
57,0.6388888888888888,0.375,0.6101694915254237,0.5000000000000001
58,0.25,0.29166666666666674,0.49152542372881347,0.5416666666666667
59,0.19444444444444442,0.0,0.423728813559322,0.375
60,0.44444444444444464,0.41666666666666674,0.5423728813559322,0.5833333333333334
61,0.4722222222222223,0.08333333333333337,0.5084745762711864,0.375
62,0.4999999999999998,0.375,0.6271186440677966,0.5416666666666667
63,0.36111111111111094,0.375,0.44067796610169496,0.5000000000000001
64,0.6666666666666667,0.45833333333333326,0.576271186440678,0.5416666666666667
65,0.36111111111111094,0.41666666666666674,0.5932203389830508,0.5833333333333334
66,0.4166666666666665,0.29166666666666674,0.5254237288135593,0.375
67,0.5277777777777779,0.08333333333333337,0.5932203389830508,0.5833333333333334
68,0.36111111111111094,0.20833333333333326,0.49152542372881347,0.4166666666666667
69,0.44444444444444464,0.5,0.6440677966101694,0.7083333333333334
70,0.4999999999999998,0.33333333333333326,0.5084745762711864,0.5000000000000001
71,0.5555555555555556,0.20833333333333326,0.6610169491525424,0.5833333333333334
72,0.4999999999999998,0.33333333333333326,0.6271186440677966,0.4583333333333333
73,0.5833333333333335,0.375,0.559322033898305,0.5000000000000001
74,0.6388888888888888,0.41666666666666674,0.576271186440678,0.5416666666666667
75,0.6944444444444444,0.33333333333333326,0.6440677966101694,0.5416666666666667
76,0.6666666666666667,0.41666666666666674,0.6779661016949152,0.6666666666666667
77,0.4722222222222223,0.375,0.5932203389830508,0.5833333333333334
78,0.38888888888888884,0.25,0.423728813559322,0.375
79,0.33333333333333326,0.16666666666666663,0.47457627118644063,0.4166666666666667
80,0.33333333333333326,0.16666666666666663,0.4576271186440678,0.375
81,0.4166666666666665,0.29166666666666674,0.49152542372881347,0.4583333333333333
82,0.4722222222222223,0.29166666666666674,0.6949152542372881,0.6250000000000001
83,0.3055555555555556,0.41666666666666674,0.5932203389830508,0.5833333333333334
84,0.4722222222222223,0.5833333333333333,0.5932203389830508,0.6250000000000001
85,0.6666666666666667,0.45833333333333326,0.6271186440677966,0.5833333333333334
86,0.5555555555555556,0.12499999999999989,0.576271186440678,0.5000000000000001
87,0.36111111111111094,0.41666666666666674,0.5254237288135593,0.5000000000000001
88,0.33333333333333326,0.20833333333333326,0.5084745762711864,0.5000000000000001
89,0.33333333333333326,0.25,0.576271186440678,0.4583333333333333
90,0.4999999999999998,0.41666666666666674,0.6101694915254237,0.5416666666666667
91,0.4166666666666665,0.25,0.5084745762711864,0.4583333333333333
92,0.19444444444444442,0.12499999999999989,0.38983050847457623,0.375
93,0.36111111111111094,0.29166666666666674,0.5423728813559322,0.5000000000000001
94,0.38888888888888884,0.41666666666666674,0.5423728813559322,0.4583333333333333
95,0.38888888888888884,0.375,0.5423728813559322,0.5000000000000001
96,0.5277777777777779,0.375,0.559322033898305,0.5000000000000001
97,0.2222222222222221,0.20833333333333326,0.3389830508474576,0.4166666666666667
98,0.38888888888888884,0.33333333333333326,0.5254237288135593,0.5000000000000001
99,0.5555555555555556,0.5416666666666665,0.847457627118644,1.0
100,0.4166666666666665,0.29166666666666674,0.6949152542372881,0.75
101,0.7777777777777777,0.41666666666666674,0.8305084745762712,0.8333333333333335
102,0.5555555555555556,0.375,0.7796610169491525,0.7083333333333334
103,0.6111111111111112,0.41666666666666674,0.8135593220338982,0.8750000000000001
104,0.9166666666666665,0.41666666666666674,0.9491525423728813,0.8333333333333335
105,0.16666666666666674,0.20833333333333326,0.5932203389830508,0.6666666666666667
106,0.833333333333333,0.375,0.8983050847457625,0.7083333333333334
107,0.6666666666666667,0.20833333333333326,0.8135593220338982,0.7083333333333334
108,0.8055555555555556,0.6666666666666667,0.8644067796610169,1.0
109,0.6111111111111112,0.5,0.6949152542372881,0.7916666666666667
110,0.5833333333333335,0.29166666666666674,0.7288135593220338,0.75
111,0.6944444444444444,0.41666666666666674,0.7627118644067796,0.8333333333333335
112,0.38888888888888884,0.20833333333333326,0.6779661016949152,0.7916666666666667
113,0.4166666666666665,0.33333333333333326,0.6949152542372881,0.9583333333333334
114,0.5833333333333335,0.5,0.7288135593220338,0.9166666666666666
115,0.6111111111111112,0.41666666666666674,0.7627118644067796,0.7083333333333334
116,0.9444444444444442,0.7499999999999998,0.9661016949152543,0.8750000000000001
117,0.9444444444444442,0.25,1.0,0.9166666666666666
118,0.4722222222222223,0.08333333333333337,0.6779661016949152,0.5833333333333334
119,0.7222222222222223,0.5,0.7966101694915254,0.9166666666666666
120,0.36111111111111094,0.33333333333333326,0.6610169491525424,0.7916666666666667
121,0.9444444444444442,0.33333333333333326,0.9661016949152543,0.7916666666666667
122,0.5555555555555556,0.29166666666666674,0.6610169491525424,0.7083333333333334
123,0.6666666666666667,0.5416666666666665,0.7966101694915254,0.8333333333333335
124,0.8055555555555556,0.5,0.847457627118644,0.7083333333333334
125,0.5277777777777779,0.33333333333333326,0.6440677966101694,0.7083333333333334
126,0.4999999999999998,0.41666666666666674,0.6610169491525424,0.7083333333333334
127,0.5833333333333335,0.33333333333333326,0.7796610169491525,0.8333333333333335
128,0.8055555555555556,0.41666666666666674,0.8135593220338982,0.6250000000000001
129,0.8611111111111112,0.33333333333333326,0.8644067796610169,0.75
130,1.0,0.7499999999999998,0.9152542372881356,0.7916666666666667
131,0.5833333333333335,0.33333333333333326,0.7796610169491525,0.8750000000000001
132,0.5555555555555556,0.33333333333333326,0.6949152542372881,0.5833333333333334
133,0.4999999999999998,0.25,0.7796610169491525,0.5416666666666667
134,0.9444444444444442,0.41666666666666674,0.8644067796610169,0.9166666666666666
135,0.5555555555555556,0.5833333333333333,0.7796610169491525,0.9583333333333334
136,0.5833333333333335,0.45833333333333326,0.7627118644067796,0.7083333333333334
137,0.4722222222222223,0.41666666666666674,0.6440677966101694,0.7083333333333334
138,0.7222222222222223,0.45833333333333326,0.7457627118644068,0.8333333333333335
139,0.6666666666666667,0.45833333333333326,0.7796610169491525,0.9583333333333334
140,0.7222222222222223,0.45833333333333326,0.6949152542372881,0.9166666666666666
141,0.4166666666666665,0.29166666666666674,0.6949152542372881,0.75
142,0.6944444444444444,0.5,0.8305084745762712,0.9166666666666666
143,0.6666666666666667,0.5416666666666665,0.7966101694915254,1.0
144,0.6666666666666667,0.41666666666666674,0.711864406779661,0.9166666666666666
145,0.5555555555555556,0.20833333333333326,0.6779661016949152,0.75
146,0.6111111111111112,0.41666666666666674,0.711864406779661,0.7916666666666667
147,0.5277777777777779,0.5833333333333333,0.7457627118644068,0.9166666666666666
148,0.44444444444444464,0.41666666666666674,0.6949152542372881,0.7083333333333334
